Age,Gender,City,Account Type,Account Balance,Account Balance After Transaction,Credit Limit,Credit Card Balance
19,Male,Nashville,Current,9117.94,9622.11,4744.58,1026.27
66,Male,New York,Current,1605.12,1740.27,9658.28,118.25
66,Male,Denver,Current,1792.49,2621.18,6274.39,3323.8
48,Female,Tucson,Current,5217.45,4611.87,1259.8,2848.34
19,Female,Houston,Current,9323.39,11644.02,8669.89,4556.12
19,Other,Chicago,Savings,3967.92,2524.79,3905.83,687.2
32,Male,Portland,Savings,9271.36,9508.85,1323.48,928.24
65,Male,Sacramento,Savings,6965.4,9218.12,8478.42,3651.55
60,Male,Louisville,Savings,7847.3,4950.2,7710.75,1954.68
46,Male,Philadelphia,Current,9384.92,7527.47,5779.23,3142.53
51,Female,Philadelphia,Current,5766.05,7075.19,4267.94,174.36
57,Female,El Paso,Savings,6452.36,8410.73,7826.42,4037.71
49,Female,Tucson,Current,5832.01,8436.3,6382.1,1317.18
38,Other,Indianapolis,Savings,7870.1,5684.32,3119.33,2664.92
47,Male,Las Vegas,Current,2806.72,2331.28,8917.03,3471.55
41,Female,Phoenix,Savings,7901.67,10191.29,5806.29,830.34
61,Female,San Jose,Savings,7164.1,10768.56,8722.5,394.26
31,Male,Fort Worth,Savings,6060.46,10162.25,1744.71,2.11
45,Female,Phoenix,Current,484.04,-1719.26,3063.77,288.83
31,Male,Atlanta,Savings,7767.99,2798.96,3825.05,4554.46
61,Male,Milwaukee,Savings,1411.02,5626.88,8609.36,2596.29
51,Female,Louisville,Savings,9623.52,10708.29,8847.96,323.82
31,Other,Louisville,Current,906.78,3196.06,7940.18,4982.27
42,Male,Baltimore,Savings,7230.73,5746.36,6242.79,452.7
29,Other,Seattle,Current,3668.21,912.51,5098.52,4590.87
58,Female,Portland,Current,7383.33,8511.68,1852.07,1095.64
57,Male,Sacramento,Savings,5237.63,5051.84,6899.67,3513.49
37,Male,Detroit,Current,6332.1,10854.97,8518.0,1166.25
65,Female,Colorado Springs,Current,846.82,-1756.79,8731.9,4960.47
59,Other,Seattle,Current,9668.14,5092.48,3169.26,897.48
24,Female,Tucson,Current,138.08,-461.5,6282.59,1753.21
32,Female,Boston,Savings,9417.48,8651.58,9491.61,681.34
26,Female,Milwaukee,Current,5725.68,4585.52,8683.02,2474.34
21,Other,Atlanta,Savings,2656.87,4947.89,2415.69,2148.64
48,Male,Los Angeles,Current,6413.5,2012.29,4529.62,4068.26
40,Male,Tucson,Current,6761.68,10017.24,1881.69,4271.94
23,Female,Colorado Springs,Savings,7330.28,7614.75,8498.08,4290.77
45,Female,Albuquerque,Current,262.73,2304.64,6461.01,183.76
29,Other,Seattle,Current,9829.55,6210.51,7304.09,899.7
64,Female,San Francisco,Savings,6217.34,4598.63,2481.83,3195.5
68,Other,Fresno,Current,3837.61,1369.73,7532.74,3008.84
39,Other,Colorado Springs,Savings,5749.44,2189.4,3028.27,4032.65
41,Other,San Antonio,Savings,1866.38,6691.66,9756.41,3873.97
51,Female,Sacramento,Current,2547.94,875.2,8875.7,1078.72
36,Male,Baltimore,Savings,949.22,-2775.22,1144.14,1719.69
41,Other,Fort Worth,Current,8804.41,12543.95,7061.87,2828.44
37,Male,Sacramento,Current,2590.84,-127.24,4033.03,4313.79
69,Other,Austin,Savings,7423.13,11491.82,7161.84,2626.04
51,Female,Houston,Current,2814.57,5499.79,2589.98,3451.71
64,Other,Boston,Savings,1545.29,4674.04,3457.47,1928.13
44,Other,Albuquerque,Current,1170.53,5358.27,1416.65,486.64
61,Male,Oklahoma City,Savings,8616.42,11002.99,4317.12,2210.39
46,Female,Milwaukee,Savings,1285.39,-1109.61,6429.58,798.0
18,Other,Houston,Savings,962.78,-1996.5,8808.86,1791.7
63,Female,Kansas City,Savings,192.61,-3830.32,2898.8,1515.16
53,Male,New York,Savings,3727.76,4372.42,8904.91,1226.7
60,Female,Chicago,Savings,9432.6,5574.23,8228.34,3427.91
56,Female,Atlanta,Current,9095.63,7614.78,6832.43,1004.34
62,Male,Washington,Current,1239.02,1603.48,8748.7,3385.39
63,Other,San Francisco,Current,223.7,-3739.26,3934.17,194.1
24,Other,Columbus,Current,7534.97,6800.71,9476.07,3371.65
60,Female,Sacramento,Savings,3134.13,2059.95,2613.54,212.66
37,Other,San Jose,Savings,8363.3,4829.52,6206.46,890.08
37,Male,Sacramento,Savings,2232.75,5059.72,5203.08,2515.99
42,Female,Los Angeles,Savings,4972.87,9576.15,7753.35,4939.53
60,Female,San Jose,Current,426.17,5198.3,4138.83,3189.49
38,Other,Indianapolis,Savings,8957.68,10534.35,9272.36,17.12
26,Other,Seattle,Savings,1861.96,234.21,1866.03,3879.38
44,Other,San Antonio,Savings,3017.56,1960.95,6519.62,1702.98
45,Female,Mesa,Current,4849.03,7441.94,1666.71,4960.5
42,Other,Baltimore,Current,2785.56,4681.72,9745.98,3031.9
53,Female,San Antonio,Current,497.62,580.74,2820.69,4626.76
51,Other,Charlotte,Current,387.95,2368.78,7955.1,244.44
19,Female,Omaha,Savings,9556.61,9874.5,7561.04,1845.45
26,Female,Denver,Current,3322.41,-674.82,9784.09,1437.06
36,Female,Atlanta,Current,3410.48,-1234.7,9405.05,1872.92
32,Other,Los Angeles,Savings,9236.71,10722.87,8841.7,1523.65
38,Other,San Jose,Current,8377.92,11634.98,6790.25,1390.97
67,Male,Omaha,Current,6900.72,6449.0,5694.02,2406.17
33,Female,Milwaukee,Savings,6619.21,8443.19,2821.25,3902.46
19,Other,Indianapolis,Current,8030.75,5146.94,6703.17,3233.04
43,Male,Philadelphia,Current,1771.87,2301.69,7449.46,1848.12
61,Male,Louisville,Current,6676.32,4784.39,9488.69,2947.78
46,Other,Albuquerque,Current,1074.15,-3702.5,3540.22,4534.79
50,Female,Jacksonville,Savings,1352.48,513.73,4222.68,1343.59
51,Male,Seattle,Savings,2503.29,5608.24,5042.82,2502.71
63,Male,Houston,Current,7127.06,11295.47,7223.03,4558.19
44,Female,Dallas,Savings,8936.2,5078.06,8577.25,3655.29
24,Other,San Antonio,Savings,6938.78,3079.58,3320.41,873.71
66,Female,San Diego,Current,4224.57,3919.55,5861.64,3966.97
32,Female,San Antonio,Current,5185.25,10053.52,3266.74,4011.3
34,Other,Omaha,Savings,7152.03,3513.58,5179.97,3729.5
26,Male,Chicago,Savings,6171.49,1399.33,9409.6,2979.02
30,Female,San Francisco,Current,5341.73,10238.23,8942.85,590.01
49,Male,Los Angeles,Savings,2444.25,652.81,5150.61,2346.17
19,Male,Charlotte,Savings,6207.91,8929.39,4300.08,433.38
49,Male,Memphis,Current,284.81,-3365.22,5903.85,2594.53
64,Other,Washington,Current,5644.53,9891.46,7599.71,2025.72
37,Male,Houston,Current,8225.38,3370.35,2052.76,29.56
60,Female,Philadelphia,Current,1879.53,6752.07,3040.35,3888.55
36,Female,Kansas City,Savings,1230.68,2876.17,2082.22,3253.82
63,Female,Detroit,Current,9705.33,13110.92,1167.63,1203.88
44,Other,Austin,Savings,8450.29,9193.48,8055.44,3210.2
53,Female,Detroit,Savings,3089.81,-964.71,4373.54,2720.64
47,Other,San Francisco,Current,2164.87,2970.78,7878.05,2540.59
28,Male,Las Vegas,Savings,3406.99,-1047.5,5466.58,1882.08
33,Male,Louisville,Current,4369.13,9264.84,7170.17,217.21
43,Other,Sacramento,Current,8228.72,7787.84,5481.31,4930.85
47,Other,Milwaukee,Savings,2468.12,5034.79,5383.68,2548.97
19,Other,San Jose,Savings,7236.37,5905.36,8979.47,273.74
51,Male,Sacramento,Savings,9299.98,6944.51,6742.37,253.4
58,Other,Indianapolis,Current,3857.17,2381.23,1991.66,3847.82
39,Male,Charlotte,Current,357.86,20.28,6115.26,1723.64
48,Male,Seattle,Current,8293.4,10270.1,2261.09,2144.18
38,Female,Atlanta,Savings,7113.3,6082.5,6233.95,3076.36
53,Male,Portland,Current,1575.79,4326.75,6946.49,10.47
57,Other,Sacramento,Current,6009.37,2603.39,2741.27,2579.61
40,Other,Sacramento,Savings,8265.68,10298.16,2443.97,3464.0
43,Other,Louisville,Savings,1892.21,2918.37,2649.34,1963.75
35,Male,Colorado Springs,Current,2306.73,3273.34,8409.34,811.38
32,Male,Kansas City,Current,2097.64,2075.73,2423.03,4259.92
51,Female,Dallas,Current,9975.27,13490.17,8024.05,1986.5
39,Female,Fort Worth,Savings,2372.26,1099.16,1180.17,4982.17
45,Other,Charlotte,Current,2742.49,7596.48,8421.17,2677.71
60,Male,Nashville,Current,574.46,-3163.36,3189.23,632.05
66,Other,Sacramento,Savings,9834.46,8350.52,2695.55,398.12
24,Other,Tucson,Current,2542.87,1739.73,6677.48,1041.42
57,Other,Denver,Current,7279.81,4154.33,8851.41,4474.64
59,Female,El Paso,Current,361.05,4685.19,7447.47,2460.66
41,Other,San Jose,Savings,7855.69,10781.46,6045.34,4139.49
52,Female,New York,Savings,7531.04,7466.28,3156.81,3354.14
30,Male,Memphis,Savings,933.11,-3000.51,4678.18,4291.04
66,Other,Las Vegas,Savings,1313.76,-3507.71,8719.09,2588.86
30,Female,Indianapolis,Current,3021.58,2774.69,8184.19,4095.26
48,Male,Boston,Savings,3611.21,-436.35,2996.59,4715.21
36,Female,El Paso,Savings,7856.65,11454.44,8892.88,723.05
46,Other,Louisville,Savings,705.77,2699.28,3157.96,4984.98
39,Male,Indianapolis,Savings,6537.37,9711.39,9845.75,3695.91
58,Male,Kansas City,Current,2362.49,3164.93,7691.92,2872.36
38,Male,Austin,Savings,3886.45,7489.72,7376.87,4961.09
33,Female,Chicago,Current,121.82,3032.22,6252.59,833.35
47,Female,Charlotte,Savings,2982.12,2540.07,8702.05,3238.32
22,Female,New York,Current,1796.25,-2546.26,8951.22,941.51
58,Male,San Antonio,Savings,5089.32,5739.85,3291.0,2542.94
58,Other,New York,Savings,1666.1,-531.04,8127.83,197.98
23,Other,Albuquerque,Savings,8374.59,9039.15,2488.24,1718.44
38,Male,Dallas,Current,8840.77,5606.62,4552.69,4366.55
59,Other,Memphis,Savings,8468.37,4776.47,9234.04,3792.78
67,Male,Detroit,Current,9819.85,5083.16,3742.3,1984.25
28,Other,El Paso,Current,9155.0,10425.49,4885.88,855.66
41,Other,Memphis,Current,2869.9,1032.08,4788.2,309.91
45,Other,Kansas City,Savings,3213.16,1273.44,6135.55,4765.11
32,Female,Tucson,Savings,5373.33,5867.37,8507.35,2162.05
56,Female,San Antonio,Savings,3911.08,-130.38,5923.72,3602.02
63,Male,Fort Worth,Savings,9702.12,10124.84,9453.49,4541.02
57,Female,Milwaukee,Savings,3461.36,1762.02,8872.6,3682.86
68,Male,Albuquerque,Current,7426.82,8386.84,6521.01,2342.15
64,Female,Oklahoma City,Savings,5796.08,9121.33,4887.6,1845.7
36,Other,San Francisco,Savings,9569.16,5040.37,3922.73,4365.61
67,Female,Mesa,Savings,7470.72,11205.68,6510.52,1594.46
34,Female,Chicago,Current,3106.09,-768.76,8276.21,1635.71
20,Female,New York,Savings,2050.98,2452.71,5550.11,3784.53
20,Male,Portland,Savings,8560.72,4863.3,8930.12,2929.1
56,Male,Omaha,Savings,9119.04,8797.01,3587.81,2139.87
45,Other,Tucson,Savings,8327.83,10754.02,8737.82,2252.79
48,Other,Oklahoma City,Current,7400.75,3937.95,6974.46,2917.86
59,Other,Columbus,Current,3285.13,4566.26,3624.65,2187.14
66,Female,Mesa,Savings,5103.19,1687.17,4728.62,1583.39
64,Other,Phoenix,Current,9165.46,13569.31,1345.11,4530.41
25,Male,El Paso,Current,1435.48,5826.53,9235.73,2531.95
34,Other,Charlotte,Current,4999.7,4031.1,7915.3,993.03
52,Other,Philadelphia,Savings,3619.54,4999.37,6487.41,822.82
53,Other,Tucson,Current,6807.15,10140.68,9740.75,1438.15
44,Other,Denver,Savings,6377.29,2169.13,9297.02,4932.62
57,Other,San Jose,Savings,5644.57,7926.11,9249.86,4623.38
62,Male,Memphis,Current,2868.19,-1743.59,3734.6,460.46
50,Female,Philadelphia,Current,1679.55,-1197.78,3040.76,421.4
67,Other,Charlotte,Current,7864.95,6547.83,7693.18,1909.18
28,Female,Indianapolis,Savings,9918.32,9808.69,3938.57,2566.16
38,Other,Las Vegas,Current,1774.03,5812.75,3447.95,1517.92
23,Female,El Paso,Savings,850.34,1323.43,3272.77,3280.53
65,Male,Jacksonville,Current,7482.74,7884.17,1622.82,2142.85
38,Female,San Francisco,Current,3504.17,7392.07,7521.5,2686.54
68,Other,Baltimore,Current,2208.74,2376.67,1074.89,1402.99
45,Female,Jacksonville,Savings,5298.74,1083.37,6082.11,347.29
34,Female,Denver,Current,6784.62,9782.26,3400.11,3460.63
35,Other,Memphis,Savings,2227.01,-959.35,7010.51,3630.8
28,Female,Los Angeles,Current,9945.59,5254.72,9506.58,2370.04
63,Other,Mesa,Savings,3349.42,7684.21,7219.85,4311.73
61,Male,Denver,Current,3218.03,2828.81,4405.2,1531.23
42,Other,San Antonio,Current,4287.71,8554.11,2603.54,3620.7
47,Male,Detroit,Current,7475.79,4136.74,4051.04,2900.88
69,Female,Charlotte,Current,8745.25,10335.95,5129.36,2147.06
42,Other,Kansas City,Current,3307.46,7575.73,8928.32,1060.17
24,Female,Chicago,Current,1275.6,1401.86,9793.58,3304.0
66,Male,Kansas City,Savings,2635.7,6825.04,9346.56,800.22
54,Male,Indianapolis,Current,934.37,-2170.38,5505.8,3625.51
63,Female,Los Angeles,Current,6340.41,5027.18,5245.15,1074.8
44,Other,Milwaukee,Savings,7432.89,7393.16,3446.11,86.53
43,Other,Louisville,Savings,4349.74,6961.15,4420.77,1515.23
30,Other,San Antonio,Current,9532.67,7415.61,9256.23,4320.69
41,Other,Baltimore,Savings,7302.49,2988.38,8753.98,143.69
29,Male,San Antonio,Savings,3858.62,-83.08,2323.42,311.96
31,Other,Mesa,Current,1111.92,4064.31,4191.89,2668.9
26,Female,Memphis,Savings,4987.67,4224.93,6226.47,20.59
48,Male,Las Vegas,Current,5087.97,1454.61,2004.76,3193.18
21,Female,Colorado Springs,Savings,5550.81,8522.99,4166.81,3121.83
36,Female,Houston,Savings,6856.25,6733.76,6263.32,1105.53
18,Female,Memphis,Savings,2717.39,6528.81,5064.89,2175.14
46,Male,Phoenix,Current,124.6,-4035.69,8776.81,3830.97
62,Other,Memphis,Current,8147.16,4272.43,6349.02,1008.3
23,Female,Baltimore,Current,8253.01,7363.12,7040.49,3015.65
18,Female,Memphis,Current,9125.06,11642.54,5747.08,2195.08
42,Other,Detroit,Current,9693.46,12334.6,3778.48,1971.31
44,Other,Denver,Current,1675.8,-2996.63,6341.63,1646.72
39,Other,Detroit,Savings,3603.33,8232.09,9981.64,2723.09
34,Other,Atlanta,Savings,8528.46,8849.23,2805.86,1256.2
46,Female,Portland,Current,9346.59,14342.58,7513.66,3183.33
20,Male,Baltimore,Savings,243.84,4179.42,7408.35,571.27
34,Other,Baltimore,Current,3936.59,5820.49,8022.77,4291.87
19,Other,Chicago,Current,1222.52,-2496.46,4937.89,3823.08
49,Female,San Antonio,Savings,7905.74,6016.26,1096.58,2078.88
39,Other,Dallas,Savings,7496.59,12178.62,9137.13,890.95
56,Female,San Jose,Current,7567.6,9464.38,3321.21,1975.14
50,Female,Charlotte,Current,3963.33,7796.16,4608.97,3371.0
39,Female,Phoenix,Savings,4121.85,4906.67,8474.8,1830.75
64,Female,Memphis,Savings,2692.46,-1570.6,8847.51,411.88
21,Other,Sacramento,Savings,3672.85,566.84,7190.74,545.58
55,Male,Portland,Current,9832.51,5792.58,4957.5,3482.74
30,Other,Portland,Current,561.03,2656.65,6801.85,4284.0
40,Male,San Diego,Current,3307.67,1569.56,4884.65,4146.27
30,Other,Albuquerque,Current,7920.24,10588.02,2846.94,3721.6
37,Female,Oklahoma City,Current,3885.23,1938.17,4041.89,3800.16
50,Other,Jacksonville,Savings,9504.85,12080.45,6437.73,4903.4
51,Female,San Jose,Current,3388.23,1229.3,1771.79,779.95
55,Other,Memphis,Current,8512.61,9503.86,1191.06,2726.63
46,Female,Sacramento,Current,8169.44,3286.06,1042.45,1314.32
49,Male,San Diego,Savings,191.16,100.89,2009.42,1151.38
28,Female,Memphis,Current,4089.59,8718.57,2234.1,2046.46
35,Other,Milwaukee,Savings,2878.31,-1260.39,7084.04,1683.12
62,Female,Baltimore,Current,4848.12,6958.43,4642.1,3271.05
38,Male,Washington,Current,4681.43,3064.17,1402.13,2073.95
29,Male,Nashville,Savings,9064.74,8232.95,2698.68,1425.91
69,Other,Fort Worth,Savings,1917.46,2591.43,5609.74,418.82
56,Female,Austin,Current,1903.69,4662.77,6590.66,1454.19
37,Other,Los Angeles,Savings,1169.86,1705.94,9871.07,2419.49
24,Female,Los Angeles,Savings,7412.65,9800.24,5669.26,3035.32
44,Male,Fresno,Savings,9186.82,13262.22,2070.72,3196.56
24,Other,Chicago,Current,3748.19,7535.71,6828.2,1047.2
19,Male,Indianapolis,Current,712.04,40.81,6456.59,2044.32
60,Female,Houston,Current,1644.61,6450.38,4085.66,2015.68
50,Male,El Paso,Current,1113.6,-324.39,6928.9,74.56
38,Female,Oklahoma City,Savings,5964.17,2432.77,9368.01,4420.67
46,Other,Boston,Current,2894.75,1385.27,1179.58,3369.53
49,Female,Baltimore,Savings,8984.73,12075.69,2859.71,3311.08
62,Female,Seattle,Current,1706.6,-1160.12,2065.74,2891.58
29,Other,Austin,Current,9308.54,10208.34,7347.87,2303.93
30,Other,Memphis,Savings,3394.11,6660.38,6950.22,1123.98
56,Male,San Francisco,Current,8686.33,7049.56,1843.13,1962.14
61,Female,Detroit,Current,9495.06,6435.42,2219.34,881.94
66,Female,El Paso,Current,9865.0,12576.47,8669.51,4077.29
57,Male,Oklahoma City,Savings,8055.57,3840.73,6332.57,1054.82
20,Female,Los Angeles,Current,1106.7,2182.52,5593.12,1386.3
56,Female,Las Vegas,Savings,648.25,-117.3,5736.42,63.56
68,Other,Milwaukee,Savings,7423.32,3147.38,2487.9,1872.14
69,Other,Portland,Current,8980.69,11208.97,4580.81,3549.02
25,Other,Los Angeles,Current,1743.96,-2167.44,6241.21,891.32
63,Male,Columbus,Current,9416.57,14214.84,5418.06,2556.83
63,Other,Houston,Current,6141.26,3415.07,4856.47,4693.65
19,Male,San Jose,Savings,1327.69,-182.7,3566.65,2192.56
23,Other,Mesa,Savings,1753.63,-2219.57,4319.32,3973.29
65,Female,Sacramento,Current,752.96,5408.37,7091.81,3991.89
58,Female,San Diego,Current,1517.83,284.54,9753.93,3261.25
32,Other,Los Angeles,Current,7348.03,3903.19,9064.69,1830.38
68,Other,Philadelphia,Savings,2265.79,-1639.32,8188.45,3798.17
64,Male,Milwaukee,Current,5660.38,5517.83,7421.59,4699.76
29,Female,Jacksonville,Current,7238.7,4273.28,4991.83,1360.69
58,Other,Nashville,Current,8963.25,5793.75,4546.74,2507.88
65,Other,Jacksonville,Savings,5940.28,9126.62,6926.36,3001.58
49,Female,El Paso,Savings,5740.2,6169.89,2661.54,2971.92
23,Other,Chicago,Current,9136.95,9018.73,9378.11,2083.61
69,Female,Albuquerque,Savings,3019.56,4495.09,2061.28,2718.0
44,Other,Oklahoma City,Current,2116.65,321.07,2034.49,279.25
64,Female,Jacksonville,Current,8740.68,8009.01,2645.72,322.11
30,Male,Memphis,Savings,837.78,3390.62,1631.64,4658.83
40,Other,Fresno,Current,1977.85,832.4,1477.98,2755.53
27,Other,Atlanta,Savings,4171.41,5865.69,2371.81,976.09
31,Other,Oklahoma City,Savings,3676.38,2205.19,3947.72,1322.44
20,Male,San Diego,Current,7090.31,10952.75,6116.95,3519.63
29,Other,San Antonio,Current,1008.89,5395.49,5860.97,3460.29
42,Other,Philadelphia,Current,4823.86,3324.48,1666.88,3290.65
18,Female,Austin,Current,8104.69,9994.17,7289.27,1249.72
49,Other,Seattle,Current,6865.1,2786.89,3636.0,4167.6
41,Other,Memphis,Savings,6353.33,2555.42,4716.93,324.39
65,Female,Boston,Savings,2469.66,6016.54,4306.65,2109.26
59,Male,Nashville,Savings,3996.96,454.75,5457.88,3818.08
26,Male,Chicago,Savings,1889.16,396.24,1295.27,1191.3
67,Female,Seattle,Savings,5138.36,455.08,2740.3,1202.23
18,Male,Las Vegas,Current,5883.27,1835.39,2383.75,6.72
59,Male,Kansas City,Savings,6348.69,7416.23,8226.2,2471.42
56,Other,Jacksonville,Current,8771.96,5457.82,5999.04,4593.06
27,Other,Portland,Current,712.12,-70.8,7845.84,2563.38
61,Other,Fort Worth,Savings,3944.29,6836.69,7357.09,4667.73
60,Male,San Antonio,Savings,5950.61,7403.21,3408.33,1077.16
58,Other,San Francisco,Savings,5744.22,6279.4,5594.42,1974.26
47,Male,New York,Current,314.87,3334.72,2305.33,4957.96
22,Other,Detroit,Current,1974.16,-2448.48,8028.98,3997.65
21,Male,Charlotte,Current,8472.87,7760.72,2843.41,2878.15
69,Female,Tucson,Savings,5202.38,706.05,9863.2,435.39
62,Female,Atlanta,Current,4194.23,3546.44,9756.48,652.37
25,Other,Milwaukee,Current,9011.74,5299.77,2491.69,2201.27
33,Male,Sacramento,Savings,842.03,5790.13,1065.16,4074.65
18,Female,New York,Current,9230.87,9708.33,2053.43,3706.92
66,Female,San Diego,Current,375.05,-696.18,4678.2,4272.69
32,Other,Fort Worth,Savings,5670.44,3347.3,8017.68,2026.13
41,Other,Denver,Current,5595.4,9286.01,8613.8,2887.36
32,Male,Boston,Savings,6426.78,10917.34,5342.41,1539.98
67,Female,Albuquerque,Savings,393.3,-3254.96,8849.28,2690.66
23,Male,Fort Worth,Current,5352.14,1493.75,8959.05,3081.55
19,Male,San Jose,Current,1224.78,-1041.38,6431.67,2580.09
22,Other,Louisville,Savings,1644.19,-141.33,4085.3,990.39
68,Male,New York,Current,2232.01,-311.73,7703.71,1696.92
56,Male,Philadelphia,Current,6170.45,9421.58,7033.31,3146.58
58,Female,San Diego,Savings,3961.88,6478.57,5210.89,2869.49
51,Male,Houston,Savings,944.84,4898.58,7930.4,2242.15
56,Female,Phoenix,Savings,2961.23,3755.03,8365.58,311.61
49,Female,Boston,Savings,858.55,-1128.43,6848.53,2268.65
46,Male,Washington,Savings,6674.86,6332.98,1140.56,2832.49
46,Male,Louisville,Savings,5618.91,8979.38,5191.4,1093.95
41,Female,Colorado Springs,Current,4136.09,348.5,4929.71,72.03
63,Male,El Paso,Current,9284.0,12624.25,9044.73,2560.69
48,Female,Houston,Savings,5235.38,10011.6,5592.8,1896.1
41,Male,Houston,Savings,8886.6,13547.99,4373.66,3449.29
32,Female,Nashville,Savings,5832.94,7192.32,3815.5,628.99
29,Female,Atlanta,Savings,3830.25,2606.82,6368.84,2708.91
37,Other,Los Angeles,Savings,5436.07,5299.71,1641.05,4497.93
21,Male,San Antonio,Current,1603.44,4121.26,8880.13,4627.22
30,Female,Indianapolis,Savings,6780.06,2473.07,6583.0,4397.77
58,Female,San Francisco,Current,9823.12,9027.16,3179.58,4009.46
61,Male,Oklahoma City,Savings,2549.64,5520.61,3569.45,4690.1
27,Male,El Paso,Current,3299.66,6904.29,9131.08,4844.26
58,Male,Fresno,Current,4120.31,5965.07,1296.43,1422.13
40,Other,Austin,Savings,4886.48,8404.17,3724.32,2438.67
24,Male,Fresno,Savings,7219.12,11407.33,3644.05,3548.03
29,Other,Tucson,Savings,1453.06,1515.5,7711.86,2540.3
65,Male,Detroit,Current,3094.41,-584.38,2830.74,4537.62
32,Other,Los Angeles,Savings,5432.84,2429.64,1591.87,4872.95
24,Male,El Paso,Savings,5936.82,10162.55,4502.53,2480.79
25,Other,Washington,Current,5412.64,6114.28,7469.02,1653.72
24,Female,Fresno,Current,4411.34,8448.77,1535.24,2035.34
60,Other,Charlotte,Savings,7143.6,6429.11,2545.13,3392.94
21,Other,Jacksonville,Savings,2124.3,-804.26,6690.54,3631.24
67,Female,Charlotte,Savings,2899.0,4260.71,7360.25,1890.32
68,Male,Memphis,Savings,4500.39,5708.03,1019.51,4231.89
24,Female,El Paso,Savings,6985.48,9484.19,9428.28,630.06
62,Female,San Francisco,Savings,915.27,-2873.81,4414.26,118.98
58,Female,Dallas,Savings,1245.14,4474.8,4254.57,4898.79
47,Other,Mesa,Current,7845.84,2902.91,8545.91,4601.53
35,Female,Dallas,Current,2683.45,3287.56,1986.04,1528.81
47,Male,Indianapolis,Current,9638.52,13250.1,3090.75,4779.99
24,Other,Mesa,Current,9617.91,9904.71,8685.57,1564.5
69,Other,Tucson,Savings,6890.86,8684.55,6071.29,2360.24
